# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Wed Apr 30 11:55:28 2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# User ID:         asafka7a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# User preference: eighth*,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  where (pl_controv_flag = 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_orbperstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_orbsmaxstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_radjstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_bmassjstr < 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and pl_densstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and st_teffstr < 7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and st_radstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and st_massstr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and st_agestr not null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  and sy_diststr < 300),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# CONSTRAINT:  order by st_spectype asc, st_teff desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_controv_flag: Controversial Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radj:        Planet Radius [Jupiter Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radjlim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_dens:        Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denslim:     Planet Density Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccen:    Eccentricity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_spectype:    Spectral Type,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Stellar Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_rad:         Stellar Radius [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_radlim:      Stellar Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_age:         Stellar Age [Gyr],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_ageerr1:     Stellar Age Upper Unc. [Gyr],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_ageerr2:     Stellar Age Lower Unc. [Gyr],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_agelim:      Stellar Age Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN ra:             RA [deg],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN dec:            Dec [deg],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_disterr1:    Distance [pc] Upper Unc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN sy_disterr2:    Distance [pc] Lower Unc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pl_name,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_age,st_ageerr1,st_ageerr2,st_agelim,ra,dec,sy_dist,sy_disterr1,sy_disterr2
HD 2685 b,0,4.12688000000,0.00005000000,-0.00004000000,0,0.0568000000,0.0006000000,-0.0006000000,0,1.44000000,0.05000000,-0.05000000,0,1.17000000,0.12000000,-0.12000000,0,Mass,0.486000,,,0,0.091000,0.039000,-0.047000,0,,6801.00,76.00,-76.00,0,1.560000,0.050000,-0.050000,0,1.430000,0.050000,-0.040000,0,1.3100,0.3400,-0.4700,0,7.3289156,-76.3040320,196.85200000,0.77700000,-0.77100000
HAT-P-6 b,0,3.85298000000,0.00000500000,-0.00000500000,0,0.0523900000,0.0008000000,-0.0008200000,0,1.48000000,0.15000000,-0.15000000,0,1.32000000,0.30000000,-0.30000000,0,Mass,0.558000,0.047000,-0.047000,0,0.000000,,,0,,6570.00,80.00,-80.00,0,1.620000,0.170000,-0.170000,0,1.790000,0.600000,-0.600000,0,2.3000,0.5000,-0.7000,0,354.7740917,42.4659866,275.35800000,3.63600000,-3.54500000
Kepler-1713 b,0,18.01160049000,,,0,0.1418500000,0.0011600000,-0.0011600000,0,0.15315713,,,0,0.01130000,,,0,M-R relationship,3.900000,,,0,0.000000,,,0,,6477.00,103.00,-116.00,0,1.459000,0.058000,-0.086000,0,1.300000,0.059000,-0.072000,0,3.7200,0.5500,-0.4800,0,287.3456737,43.3783894,295.29300000,2.24800000,-2.21500000
WASP-14 b,0,2.24375000000,0.00001000000,-0.00001000000,0,0.0370000000,0.0010000000,-0.0010000000,0,1.38000000,0.08000000,-0.08000000,0,8.84000000,1.40000000,-1.40000000,0,Mass,2.250000,0.330000,-0.330000,0,0.090000,0.000000,0.000000,0,,6475.00,100.00,-100.00,0,1.400000,0.080000,-0.080000,0,1.620000,0.390000,-0.390000,0,0.7500,0.2500,-0.2500,0,218.2766247,21.8946875,161.99700000,0.81000000,-0.80200000
HAT-P-34 b,0,5.45265400000,0.00001600000,-0.00001600000,0,0.0677400000,0.0007400000,-0.0007600000,0,1.19700000,0.13000000,-0.09200000,0,3.33000000,0.21000000,-0.20000000,0,Mass,2.500000,0.750000,-0.600000,0,0.432000,0.029000,-0.027000,0,,6442.00,88.00,-88.00,0,1.530000,0.140000,-0.100000,0,1.392000,0.047000,-0.047000,0,1.7000,0.4000,-0.5000,0,303.1954355,18.1047776,249.32500000,2.80400000,-2.74400000
WASP-7 b,0,4.95464160000,0.00000350000,-0.00000350000,0,0.0617000000,0.0011000000,-0.0011000000,0,1.33000000,0.09300000,-0.09300000,0,0.96000000,0.13000000,-0.13000000,0,Mass,0.550000,0.130000,-0.130000,0,0.034000,0.045000,-0.024000,0,,6400.00,100.00,-100.00,0,1.432000,0.092000,-0.092000,0,1.276000,0.065000,-0.065000,0,2.4000,0.9000,-1.1000,0,311.0427558,-39.2254856,162.30300000,1.29600000,-1.27600000
WASP-3 b,0,1.84683000000,0.00000200000,-0.00000200000,0,0.0315000000,0.0003000000,-0.0003000000,0,1.42000000,0.17000000,-0.17000000,0,2.43000000,0.53000000,-0.53000000,0,Mass,0.890000,0.063000,-0.063000,0,0.000000,,,0,,6400.00,100.00,-100.00,0,1.440000,0.120000,-0.120000,0,1.620000,0.530000,-0.530000,0,2.1000,1.2000,-1.2000,0,278.6317411,35.6614312,231.16100000,1.64800000,-1.62500000
TOI-1836 b,0,20.38079900000,0.00001600000,-0.00001600000,0,0.1597000000,0.0031000000,-0.0032000000,0,0.71400000,0.03100000,-0.03100000,0,0.12100000,0.02900000,-0.02900000,0,Mass,0.410000,0.120000,-0.110000,0,0.000000,,,0,,6380.00,150.00,-150.00,0,1.577000,0.060000,-0.060000,0,1.307000,0.077000,-0.076000,0,6.6000,1.8000,-1.8000,0,245.9079242,54.6900774,191.64900000,0.92900000,-0.92000000
WASP-186 b,0,5.02679900000,0.00001200000,-0.00001400000,0,0.0600000000,0.0012000000,-0.0013000000,0,1.11000000,0.03000000,-0.03000000,0,4.22000000,0.18000000,-0.18000000,0,Mass,3.821000,0.398000,-0.370000,0,0.330000,0.010000,-0.010000,0,,6361.00,105.00,-82.00,0,1.460000,0.020000,-0.020000,0,1.210000,0.070000,-0.080000,0,3.1000,1.0000,-0.0800,0,18.9953122,21.6169065,278.51400000,3.38700000,-3.30700000
TOI-1859 b,0,63.48347000000,0.00010000000,-0.00010000000,0,0.3370000000,0.0440000000,-0.0360000000,0,0.87000000,0.07000000,-0.07000000,0,0.21600000,,,0,M-R relationship,0.406000,,,0,0.570000,0.120000,-0.160000,0,,6341.00,68.00,-70.00,0,1.400000,0.060000,-0.060000,0,1.287000,0.061000,-0.061000,0,1.4100,1.2200,-1.1100,0,279.8317644,69.5228726,224.38500000,1.17300000,-1.16100000
HD 25463 b,0,7.04914230000,0.00000950000,-0.00000950000,0,0.0760000000,0.0010000000,-0.0010000000,0,0.22708203,0.00996657,-0.00743899,0,0.02737326,0.00849515,-0.00818051,0,Mass,2.870000,0.950000,-1.200000,0,0.000000,,,0,,6337.87,44.69,-44.69,0,1.418200,0.024100,-0.023000,0,1.251000,0.024800,-0.022900,0,2.3000,0.4000,-0.4000,0,60.7483361,9.2077676,45.61810000,0.12540000,-0.12470000
HD 25463 c,0,3.04405000000,0.00001000000,-0.00001000000,0,0.0443000000,0.0008000000,-0.0008000000,0,0.12164795,0.01163854,-0.00857816,0,0.01352931,0.00597807,-0.00597807,0,Mass,9.090000,4.320000,-5.870000,0,0.000000,,,0,,6337.87,44.69,-44.69,0,1.418200,0.024100,-0.023000,0,1.251000,0.024800,-0.022900,0,2.3000,0.4000,-0.4000,0,60.7483361,9.2077676,45.61810000,0.12540000,-0.12470000
HAT-P-45 b,0,3.12899200000,0.00002100000,-0.00002100000,0,0.0452000000,0.0007000000,-0.0007000000,0,1.42600000,0.17500000,-0.08700000,0,0.89200000,0.13700000,-0.09900000,0,Mass,0.380000,0.090000,-0.090000,0,0.049000,0.063000,-0.063000,0,,6330.00,100.00,-100.00,0,1.319000,0.155000,-0.072000,0,1.259000,0.058000,-0.058000,0,2.0000,0.8000,-0.8000,0,274.3732697,-3.3810594,298.64000000,6.03100000,-5.80100000
KELT-3 b,0,2.70339000000,0.00001000000,-0.00001000000,0,0.0412300000,0.0006600000,-0.0006600000,0,1.56000000,0.11000000,-0.11000000,0,1.94000000,0.33000000,-0.33000000,0,Mass,0.750000,0.120000,-0.100000,0,0.000000,,,0,,6304.00,49.00,-49.00,0,1.472000,0.065000,-0.062000,0,1.280000,0.060000,-0.060000,0,3.0000,0.2000,-0.2000,0,148.6431193,40.3879446,210.25200000,5.54400000,-5.27100000
K2-290 b,0,9.21165000000,0.00033000000,-0.00034000000,0,0.0923000000,0.0066000000,-0.0066000000,0,0.27299491,0.01427424,-0.01427424,0,0.03429506,,,1,Mass,4.100000,,,1,0.000000,,,0,,6302.00,120.00,-120.00,0,1.511000,0.075000,-0.072000,0,1.194000,0.067000,-0.077000,0,4.0000,1.6000,-0.8000,0,234.8578846,-20.1988975,272.90900000,3.82400000,-3.72100000
K2-290 c,0,48.36685000000,0.00041000000,-0.00040000000,0,0.3050000000,0.0170000000,-0.0170000000,0,1.00600000,0.05000000,-0.05000000,0,0.77400000,0.04700000,-0.04700000,0,Mass,1.010000,0.160000,-0.160000,0,0.000000,,,0,,6302.00,120.00,-120.00,0,1.511000,0.075000,-0.072000,0,1.194000,0.067000,-0.077000,0,4.0000,1.6000,-0.8000,0,234.8578846,-20.1988975,272.90900000,3.82400000,-3.72100000
TOI-2154 b,0,3.82408010000,0.00000250000,-0.00000250000,0,0.0513000000,0.0011000000,-0.0013000000,0,1.45300000,0.05300000,-0.04800000,0,0.92000000,0.19000000,-0.18000000,0,Mass,0.370000,0.092000,-0.081000,0,0.117000,0.100000,-0.079000,0,,6280.00,160.00,-160.00,0,1.396000,0.049000,-0.043000,0,1.233000,0.077000,-0.090000,0,2.9000,2.1000,-1.5000,0,71.0281482,84.3642652,296.46000000,2.17400000,-2.14300000
TOI-1333 b,0,4.72021900000,0.00001100000,-0.00001100000,0,0.0626000000,0.0011000000,-0.0012000000,0,1.39600000,0.05600000,-0.05400000,0,2.37000000,0.24000000,-0.24000000,0,Mass,1.080000,0.180000,-0.150000,0,0.073000,0.092000,-0.052000,0,,6274.00,97.00,-97.00,0,1.925000,0.064000,-0.063000,0,1.464000,0.076000,-0.079000,0,2.3300,0.7100,-0.5600,0,325.0145363,48.4067674,200.49200000,1.20200000,-1.18800000
Kepler-410 A b,0,17.83364800000,0.00005400000,-0.00005400000,0,0.1226000000,0.0047000000,-0.0047000000,0,0.25300000,0.00500000,-0.00500000,0,0.02650000,,,0,M-R relationship,2.030000,,,0,0.170000,0.100000,-0.050000,0,,6273.00,140.00,-140.00,0,1.352000,0.010000,-0.010000,0,1.214000,0.033000,-0.033000,0,2.7600,0.5400,-0.5400,0,283.1510448,45.1400838,147.52700000,0.49400000,-0.49000000
HD 202772 A b,0,3.30895800000,0.00008300000,-0.00008300000,0,0.0520800000,0.0006400000,-0.0006800000,0,1.54500000,0.05200000,-0.06000000,0,1.01700000,0.07000000,-0.06800000,0,Mass,0.343000,0.043000,-0.035000,0,0.038000,0.042000,-0.027000,0,,6272.00,77.00,-71.00,0,2.591000,0.078000,-0.093000,0,1.720000,0.064000,-0.066000,0,1.7000,0.3200,-0.2600,0,319.6995877,-26.6163743,161.49800000,2.45900000,-2.38800000
TOI-628 b,0,3.40956750000,0.00000700000,-0.00000690000,0,0.0486000000,0.0008000000,-0.0009400000,0,1.06000000,0.04100000,-0.03400000,0,6.33000000,0.29000000,-0.31000000,0,Mass,6.580000,0.700000,-0.750000,0,0.072000,0.021000,-0.023000,0,,6250.00,220.00,-190.00,0,1.345000,0.046000,-0.040000,0,1.311000,0.066000,-0.075000,0,1.2800,1.6000,-0.9100,0,99.2630608,1.7675497,178.68000000,3.04000000,-2.94200000
XO-7 b,0,2.86414240000,0.00000430000,-0.00000430000,0,0.0442100000,0.0006200000,-0.0006200000,0,1.37300000,0.02600000,-0.02600000,0,0.70900000,0.03400000,-0.03400000,0,Mass,0.340000,0.027000,-0.027000,0,0.038000,0.033000,-0.033000,0,,6250.00,100.00,-100.00,0,1.480000,0.022000,-0.022000,0,1.405000,0.059000,-0.059000,0,1.1800,0.9800,-0.7100,0,277.4780753,85.2333208,234.14900000,1.19400000,-1.18100000
WASP-136 b,0,5.21535700000,0.00000600000,-0.00000600000,0,0.0661000000,0.0012000000,-0.0012000000,0,1.38000000,0.16000000,-0.16000000,0,1.51000000,0.08000000,-0.08000000,0,Mass,0.773000,0.306000,-0.197000,0,0.000000,,,0,,6250.00,100.00,-100.00,0,2.390140,0.115251,-0.115251,0,1.410000,0.070000,-0.070000,0,3.6200,0.7000,-0.7000,0,0.3257610,-8.9262512,275.58700000,4.60600000,-4.46000000
TOI-1898 b,0,45.52234000000,0.00006100000,-0.00006100000,0,0.2690000000,0.0050000000,-0.0050000000,0,0.83821469,0.02090212,-0.02757956,0,0.40587939,0.02202446,-0.02517081,0,Mass,0.850000,0.150000,-0.200000,0,0.485000,0.039000,-0.039000,0,,6241.00,88.00,-85.00,0,1.613100,0.029200,-0.031200,0,1.248400,0.026100,-0.037500,0,3.1000,0.6000,-0.3000,0,144.5553000,23.5467464,79.66820000,0.44230000,-0.43770000
